Timestamp,Sensor ID,Experiment ID,Vector,Construct overview,Fluorophore,induced by,Plant,Location,PlantID,Plant Age/Maturity,Fluorescence - Green,Fluorescence - Red,Temperature,Humidity,Plant Soil water,PAR/Light level
4/17/20 16:00,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0149211,,,,
4/17/2020 16:15,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0166556,,,,
4/17/20 16:30,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0185879,,,,
4/17/2020 16:45,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0207397,,,,
4/17/20 17:00,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0231347,,,,
4/17/2020 17:15,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0257989,,,,
4/17/20 17:30,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.028761,,,,
4/17/2020 17:45,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0320519,,,,
4/17/20 18:00,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0357056,,,,
4/17/2020 18:15,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0397586,,,,
4/17/20 18:30,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0442506,,,,
4/17/2020 18:45,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0492242,,,,
4/17/20 19:00,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0547247,,,,
4/17/2020 19:15,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0608005,,,,
4/17/20 19:30,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0675027,,,,
4/17/2020 19:45,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0748849,,,,
4/17/20 20:00,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0830025,,,,
4/17/2020 20:15,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.0919126,,,,
4/17/20 20:30,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.101673,,,,
4/17/2020 20:45,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.112342,,,,
4/17/20 21:00,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.123976,,,,
4/17/2020 21:15,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.136629,,,,
4/17/20 21:30,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.150352,,,,
4/17/2020 21:45,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.165189,,,,
4/17/20 22:00,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.181179,,,,
4/17/2020 22:15,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.198349,,,,
4/17/20 22:30,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.216715,,,,
4/17/2020 22:45,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.23628,,,,
4/17/20 23:00,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.257032,,,,
4/17/2020 23:15,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.278941,,,,
4/17/20 23:30,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.301959,,,,
4/17/2020 23:45,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.326017,,,,
4/18/20 0:00,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.351028,,,,
4/18/2020 0:15,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.376884,,,,
4/18/20 0:30,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.403462,,,,
4/18/2020 0:45,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.430618,,,,
4/18/20 1:00,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.458198,,,,
4/18/2020 1:15,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.486037,,,,
4/18/20 1:30,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.513963,,,,
4/18/2020 1:45,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.541802,,,,
4/18/20 2:00,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.569382,,,,
4/18/2020 2:15,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.596538,,,,
4/18/20 2:30,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.623116,,,,
4/18/2020 2:45,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.648972,,,,
4/18/20 3:00,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.673983,,,,
4/18/2020 3:15,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.698041,,,,
4/18/20 3:30,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.721059,,,,
4/18/2020 3:45,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.742968,,,,
4/18/20 3:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.76372,,,,
4/18/2020 4:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.783285,,,,
4/18/20 4:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.801651,,,,
4/18/2020 4:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.818821,,,,
4/18/20 4:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.834811,,,,
4/18/2020 5:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.849648,,,,
4/18/20 5:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.863371,,,,
4/18/2020 5:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.876024,,,,
4/18/20 5:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.887658,,,,
4/18/2020 6:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.898327,,,,
4/18/20 6:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.908087,,,,
4/18/2020 6:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.916998,,,,
4/18/20 6:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.925115,,,,
4/18/2020 7:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.932497,,,,
4/18/20 7:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.9392,,,,
4/18/2020 7:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.945275,,,,
4/18/20 7:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.950776,,,,
4/18/2020 8:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.955749,,,,
4/18/20 8:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.960241,,,,
4/18/2020 8:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.964294,,,,
4/18/20 8:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.967948,,,,
4/18/2020 9:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.971239,,,,
4/18/20 9:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.974201,,,,
4/18/2020 9:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.976865,,,,
4/18/20 9:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.97926,,,,
4/18/2020 10:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.981412,,,,
4/18/20 10:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.983344,,,,
4/18/2020 10:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.985079,,,,
4/18/20 10:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.986635,,,,
4/18/2020 11:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.988031,,,,
4/18/20 11:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.989283,,,,
4/18/2020 11:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.990405,,,,
4/18/20 11:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.991411,,,,
4/18/2020 12:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.992312,,,,
4/18/20 12:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.993119,,,,
4/18/2020 12:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.993842,,,,
4/18/20 12:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.994489,,,,
4/18/2020 13:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.995069,,,,
4/18/20 13:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.995588,,,,
4/18/2020 13:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.996053,,,,
4/18/20 13:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.996468,,,,
4/18/2020 14:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.996841,,,,
4/18/20 14:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.997174,,,,
4/18/2020 14:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.997472,,,,
4/18/20 14:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.997738,,,,
4/18/2020 15:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.997977,,,,
4/18/20 15:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.99819,,,,
4/18/2020 15:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.998381,,,,
4/18/20 15:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.998552,,,,
4/18/2020 16:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.998705,,,,
4/18/20 16:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.998842,,,,
4/18/2020 16:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.998964,,,,
4/18/20 16:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999074,,,,
4/18/2020 17:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999171,,,,
4/18/20 17:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999259,,,,
4/18/2020 17:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999337,,,,
4/18/20 17:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999407,,,,
4/18/2020 18:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.99947,,,,
4/18/20 18:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999526,,,,
4/18/2020 18:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999576,,,,
4/18/20 18:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999621,,,,
4/18/2020 19:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999661,,,,
4/18/20 19:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999697,,,,
4/18/2020 19:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999729,,,,
4/18/20 19:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999757,,,,
4/18/2020 20:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999783,,,,
4/18/20 20:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999806,,,,
4/18/2020 20:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999827,,,,
4/18/20 20:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999845,,,,
4/18/2020 21:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999861,,,,
4/18/20 21:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999876,,,,
4/18/2020 21:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999889,,,,
4/18/20 21:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999901,,,,
4/18/2020 22:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999911,,,,
4/18/20 22:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999921,,,,
4/18/2020 22:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999929,,,,
4/18/20 22:59,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999937,,,,
4/18/2020 23:14,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999943,,,,
4/18/20 23:29,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999949,,,,
4/18/2020 23:44,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Greenhouse,1,,,0.999955,,,,
4/17/20 3:00,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Field,2,,,0.0126043,,,,
4/17/2020 3:15,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Field,2,,,0.0129505,,,,
4/17/20 3:30,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Field,2,,,0.013306,,,,
4/17/2020 3:45,WE1,E001,V14,AtVSP1:TdTomato-HSP,Tdtomato,insect,Tomato M82,Field,2,,,0.013671,,,,
